,index,JV_default_PCE
3018,6996,7.06
3019,7000,13.34
3020,7004,17.5
3021,7006,18.3
3022,7007,18.3
3023,7008,17.5
3024,7009,17.5
3025,7016,19.97
3026,7018,16.52
3027,7019,14.46
3028,7023,17.9
3029,7024,16.5
3030,7035,13.75
3031,7036,12.86
3032,7037,12.15
3033,7038,12.97
3034,7039,12.6
3035,7040,11.71
3036,7042,19.74
3037,7043,19.54
3038,7051,20.52
3039,7052,17.88
3040,7053,20.31
3041,7054,16.54
3042,7068,10.7
3043,7070,18.48
3044,7071,17.15
3045,7072,16.24
3046,7082,
3047,7083,
3048,7084,18.81
3049,7085,
3050,7086,16.68
3051,7087,
3052,7089,
3053,7090,16.03
3054,7091,
3055,7097,9.69
3056,7098,6.84
3057,7099,6.43
3058,7100,6.94
3059,7101,6.6
3060,7102,10.6
3061,7103,2.93
3062,7104,6.17
3063,7105,11.97
3064,7106,14.14
3065,7107,12.58
3066,7108,13.51
3067,7109,13.38
3068,7117,9.31
3069,7119,11.22
3070,7122,15.03
3071,7126,17.3
3072,7127,20.63
3073,7128,20.63
3074,7132,20.63
3075,7136,18.59
3076,7138,12.92
3077,7139,11.54
3078,7140,13.84
3079,7141,10.1
3080,7142,12.2
3081,7143,18.12
3082,7146,17.6
3083,7147,17.6
3084,7148,17.6
3085,7149,17.6
3086,7150,10.6
3087,7151,3.44
3088,7154,14.35
3089,7155,15.0
3090,7156,12.02
3091,7159,18.48
3092,7160,17.3
3093,7161,19.8
3094,7168,
3095,7176,19.51
3096,7177,19.51
3097,7178,19.21
3098,7179,19.21
3099,7180,17.44
3100,7181,14.62
3101,7186,4.57
3102,7187,6.61
3103,7188,8.98
3104,7189,7.64
3105,7192,11.6
3106,7193,14.5
3107,7194,12.11
3108,7195,16.09
3109,7196,1.51
3110,7197,15.7
3111,7198,12.71
3112,7199,12.58
3113,7200,17.1
3114,7204,13.37
3115,7205,16.8
3116,7206,17.02
3117,7207,17.08
3118,7209,16.9
3119,7210,10.5
3120,7212,18.28
3121,7213,13.3
3122,7214,15.5
3123,7215,14.3
3124,7216,10.4
3125,7217,10.47
3126,7218,13.94
3127,7219,13.14
3128,7220,12.13
3129,7221,19.9
3130,7222,8.5
3131,7223,15.0
3132,7226,18.7
3133,7228,14.48
3134,7232,13.59
3135,7233,15.23
3136,7234,18.7
3137,7235,18.7
3138,7242,14.11
3139,7243,14.11
3140,7244,13.21
3141,7245,13.21
3142,7257,14.6
3143,7258,17.24
3144,7260,14.19
3145,7261,16.95
3146,7262,17.13
3147,7266,14.75
3148,7270,14.6
3149,7271,15.48
3150,7272,16.5
3151,7273,15.08
3152,7274,14.83
3153,7283,15.37
3154,7286,14.3
3155,7287,17.0
3156,7291,14.3
3157,7292,12.8
3158,7293,13.2
3159,7294,17.0
3160,7295,10.05
3161,7300,18.06
3162,7301,13.6
3163,7302,14.57
3164,7303,8.0
3165,7304,12.0
3166,7309,21.8
3167,7315,15.25
3168,7316,18.0
3169,7320,13.16
3170,7321,16.96
3171,7322,17.6
3172,7323,13.18
3173,7324,16.7
3174,7325,15.03
3175,7326,18.73
3176,7327,19.39
3177,7330,15.0
3178,7331,18.1
3179,7347,18.11
3180,7348,15.38
3181,7349,
3182,7351,
3183,7353,
3184,7355,13.7
3185,7356,15.6
3186,7364,19.0
3187,7365,21.0
3188,7366,17.5
3189,7369,16.1
3190,7370,13.5
3191,7371,16.1
3192,7372,13.5
3193,7373,19.64
3194,7374,17.23
3195,7388,15.4
3196,7389,12.8
3197,7394,18.7
3198,7395,17.3
3199,7398,18.5
3200,7399,18.5
3201,7400,18.5
3202,7401,17.0
3203,7402,17.0
3204,7403,17.0
3205,7404,15.0
3206,7405,15.0
3207,7406,15.0
3208,7407,14.91
3209,7408,17.42
3210,7414,17.0
3211,7415,17.0
